uni,major,minor,course,fee,success_rate,round1,round2,round3,round4,lat,lon
มหาวิทยาลัยรามคำแหง,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ  (วศ.บ. (วิศวกรรมอุตสาหการ)) (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลักหัวหมาก,264000,90,15,15,40,40,13.7487,100.5923
มหาวิทยาลัยรามคำแหง,คณะวิศวกรรมศาสตร์,วิศวกรรมสิ่งแวดล้อม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อมและความปลอดภัย(วศ.บ. (วิศวกรรมสิ่งแวดล้อมและความปลอดภัย)) (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลักหัวหมาก,264000,90,15,15,40,40,13.7487,100.5923
มหาวิทยาลัยรามคำแหง,คณะวิศวกรรมศาสตร์,วิศวกรรมโยธา,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา  (วศ.บ. (วิศวกรรมโยธา)) (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลักหัวหมาก,264000,90,25,25,65,35,13.7487,100.5923
มหาวิทยาลัยรามคำแหง,คณะวิศวกรรมศาสตร์,วิศวกรรมพลังงาน,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมพลังงาน  (วศ.บ. (วิศวกรรมพลังงาน)) (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลักหัวหมาก,264000,90,15,15,40,40,13.7487,100.5923
มหาวิทยาลัยรามคำแหง,คณะวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์ (วศ.บ. (วิศวกรรมคอมพิวเตอร์)) (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลักหัวหมาก,264000,90,20,20,80,20,13.7487,100.5923
มหาวิทยาลัยแม่โจ้,คณะวิศวกรรมและอุตสาหกรรมเกษตร,วิศวกรรมอาหาร,วิศวกรรมอาหาร (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตเชียงใหม่,0,0,30,15,50,0,18.935,98.948
มหาวิทยาลัยแม่โจ้,คณะวิศวกรรมและอุตสาหกรรมเกษตร,วิศวกรรมเกษตร,วิศวกรรมเกษตร (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตเชียงใหม่,0,0,35,20,50,0,18.935,98.948
มหาวิทยาลัยแม่โจ้,คณะวิศวกรรมและอุตสาหกรรมเกษตร,เทคโนโลยีพอลิเมอร์,เทคโนโลยียางและพอลิเมอร์ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตเชียงใหม่,0,0,20,10,100,21,18.935,98.948
มหาวิทยาลัยแม่โจ้,คณะวิศวกรรมและอุตสาหกรรมเกษตร,เทคโนโลยีอุตสาหการ การผลิต,เทคโนโลยีหลังการเก็บเกี่ยว (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตเชียงใหม่,0,0,20,10,100,11,18.935,98.948
มหาวิทยาลัยแม่โจ้,คณะวิศวกรรมและอุตสาหกรรมเกษตร,เทคโนโลยีการอาหาร,วิทยาศาสตร์และเทคโนโลยีการอาหาร (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตเชียงใหม่,0,0,40,15,50,0,18.935,98.948
มหาวิทยาลัยมหาสารคาม,คณะวิศวกรรมศาสตร์,วิศวกรรมทั่วไป,วศ.บ. วิศวกรรมศาสตร์ (ภาษาไทย ปกติ) วิทยาเขต มหาสารคาม,120000,0,341,217,70,30,16.2498,103.248
มหาวิทยาลัยมหิดล,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ศาลายา,600000,87,20,20,15,0,13.7925,100.3233
มหาวิทยาลัยมหิดล,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต ศาลายา,240000,90,35,15,10,0,13.7925,100.3233
มหาวิทยาลัยมหิดล,คณะวิศวกรรมศาสตร์,วิศวกรรมโยธา,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (ภาษาไทย ปกติ) วิทยาเขต ศาลายา,240000,79,30,8,45,0,13.7925,100.3233
